field_id	message_type_id	tag	field_name	is_mandatory	content_options	sequence	created_at	updated_at
243	11	33B	Currency Code, Amount	0	3!a15d	8	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
244	11	34B	Currency Code, Amount	0	3!a15d	9	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
245	11	52a	Issuing Bank	0	A or D	10	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
246	11	57a	Account With Bank	0	A, B, or D	11	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
247	11	71B	Charges	0	6*35z	12	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
248	11	72Z	Sender to Receiver Information	0	6*35z	13	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
249	11	77A	Narrative	0	20*35z	14	2025-05-29 17:44:27.327	2025-05-29 17:44:27.327
250	13	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
251	13	25	Account Identification	0	35x	2	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
252	13	30	Date	1	6!n	3	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
253	13	21	Documentary Credit Number	1	16x	4	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
254	13	31C	Date of Issue	1	6!n	5	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
255	13	52a	Issuing Bank	1	A or D	6	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
256	13	59	Beneficiary	1	[/34x]4*35x	7	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
257	13	32B	Currency Code, Amount	1	3!a15d	8	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
258	13	39A	Percentage Credit Amount Tolerance	0	2n/2n	9	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
259	13	39C	Additional Amounts Covered	0	4*35x	10	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
260	13	41a	Available With ... By ...	1	A or D	11	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
261	13	42C	Drafts at ...	0	3*35x	12	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
262	13	42a	Drawee	0	A or D	13	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
263	13	42M	Mixed Payment Details	0	4*35x	14	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
264	13	42P	Negotiation/Deferred Payment Details	0	4*35x	15	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
265	13	71A	Reimbursement Charges	1	4!a	16	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
266	13	71B	Other Charges	0	6*35z	17	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
267	13	72Z	Sender to Receiver Information	0	6*35z	18	2025-05-29 17:44:27.357	2025-05-29 17:44:27.357
268	14	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
269	14	21	Related Reference	1	16x	2	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
270	14	31C	Date of Issue	0	6!n	3	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
271	14	52a	Issuing Bank	0	A or D	4	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
272	14	32A	Value Date, Currency Code, Amount	1	6!n3!a15d	5	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
273	14	33B	Currency Code, Amount	0	3!a15d	6	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
274	14	71B	Charges	0	6*35z	7	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
275	14	72Z	Sender to Receiver Information	0	6*35z	8	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
276	14	77A	Narrative	0	20*35z	9	2025-05-29 17:44:27.390	2025-05-29 17:44:27.390
277	15	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
278	15	21	Related Reference	1	16x	2	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
279	15	23	Further Identification	0	16x	3	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
280	15	31C	Date of Issue	0	6!n	4	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
281	15	52a	Issuing Bank	0	A or D	5	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
282	15	32B	Principal Amount	0	3!a15d	6	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
283	15	33A	Additional Amounts	0	3!a15d6!n	7	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
284	15	71B	Charges	0	6*35z	8	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
285	15	73A	Charges Claimed	0	6*35z	9	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
286	15	77A	Reason for Non-Payment/Non-Acceptance	1	20*35z	10	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
287	15	33B	Amount of Charges	0	3!a15d	11	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
288	15	72Z	Sender to Receiver Information	0	6*35z	12	2025-05-29 17:44:27.410	2025-05-29 17:44:27.410
289	16	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
290	16	21	Related Reference	1	16x	2	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
291	16	30	Date	1	6!n	3	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
292	16	26E	Number of Amendment	1	3n	4	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
293	16	31C	Date of Issue	0	6!n	5	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
294	16	59	Beneficiary	0	[/34x]4*35x	6	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
295	16	32B	Currency Code, Amount	0	3!a15d	7	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
296	16	39A	Percentage Credit Amount Tolerance	0	2n/2n	8	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
297	16	39C	Additional Amounts Covered	0	4*35x	9	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
298	16	41a	Available With ... By ...	0	A or D	10	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
299	16	42C	Drafts at ...	0	3*35x	11	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
300	16	42a	Drawee	0	A or D	12	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
301	16	42M	Mixed Payment Details	0	4*35x	13	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
302	16	42P	Negotiation/Deferred Payment Details	0	4*35x	14	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
303	16	71A	Reimbursement Charges	0	4!a	15	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
304	16	71B	Other Charges	0	6*35z	16	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
305	16	72Z	Sender to Receiver Information	0	6*35z	17	2025-05-29 17:44:27.427	2025-05-29 17:44:27.427
306	18	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
307	18	21	Documentary Credit Number	1	16x	2	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
308	18	23	Reference to Pre-Advice	0	16x	3	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
309	18	31C	Date of Issue	0	6!n	4	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
310	18	52a	Issuing Bank	0	A or D	5	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
311	18	50	Applicant	0	4*35x	6	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
312	18	59	Beneficiary	0	[/34x]4*35x	7	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
313	18	32B	Principal Amount	1	3!a15d	8	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
314	18	41a	Available With ... By ...	0	A or D	9	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
315	18	42C	Drafts at ...	0	3*35x	10	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
316	18	42a	Drawee	0	A or D	11	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
317	18	42M	Mixed Payment Details	0	4*35x	12	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
318	18	42P	Negotiation/Deferred Payment Details	0	4*35x	13	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
319	18	71B	Charges	0	6*35z	14	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
320	18	33B	Additional Amounts	0	3!a15d	15	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
321	18	34B	Total Amount Claimed	0	3!a15d	16	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
322	18	39A	Percentage Credit Amount Tolerance	0	2n/2n	17	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
323	18	39C	Additional Amounts Covered	0	4*35x	18	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
324	18	72Z	Sender to Receiver Information	0	6*35z	19	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
325	18	77A	Narrative	0	20*35z	20	2025-05-29 17:44:27.453	2025-05-29 17:44:27.453
326	19	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
327	19	21	Related Reference	1	16x	2	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
328	19	32A	Date, Currency Code, Amount	1	6!n3!a15d	3	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
329	19	33A	Additional Amounts	0	3!a15d6!n	4	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
330	19	71B	Charges	0	6*35z	5	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
331	19	73A	Charges Claimed	0	6*35z	6	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
332	19	34A	Total Amount Claimed	0	3!a15d6!n	7	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
333	19	53a	Reimbursement Bank	0	A or D	8	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
334	19	57a	Account With Bank	0	A, B, or D	9	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
335	19	72Z	Sender to Receiver Information	0	6*35z	10	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
336	19	77A	Narrative	0	20*35z	11	2025-05-29 17:44:27.477	2025-05-29 17:44:27.477
337	20	20	Sender's Reference	1	16x	1	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
338	20	21	Related Reference	1	16x	2	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
339	20	32A	Value Date, Currency Code, Amount	1	6!n3!a15d	3	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
340	20	32B	Principal Amount	0	3!a15d	4	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
341	20	33B	Currency Code, Amount	0	3!a15d	5	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
342	20	71B	Charges	0	6*35z	6	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
343	20	72Z	Sender to Receiver Information	0	6*35z	7	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
344	20	77A	Narrative	0	20*35z	8	2025-05-29 17:44:27.500	2025-05-29 17:44:27.500
345	22	27	Sequence of Total	1	1!n/1!n	1	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
346	22	20	Transaction Reference Number	1	16x	2	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
347	22	23	Further Identification	0	16x	3	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
348	22	30	Date	1	6!n	4	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
349	22	40C	Applicable Rules	0	4!a[/35x]	5	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
350	22	77C	Details of Guarantee/Standby Letter of Credit	1	50*65z	6	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
351	22	72Z	Sender to Receiver Information	0	6*35z	7	2025-05-29 17:53:55.807	2025-05-29 17:53:55.807
352	23	27	Sequence of Total	1	1!n/1!n	1	2025-05-29 17:53:55.863	2025-05-29 17:53:55.863
353	23	20	Transaction Reference Number	1	16x	2	2025-05-29 17:53:55.863	2025-05-29 17:53:55.863
354	23	21	Related Reference	1	16x	3	2025-05-29 17:53:55.863	2025-05-29 17:53:55.863
355	23	77C	Details of Guarantee/Standby Letter of Credit	1	50*65z	4	2025-05-29 17:53:55.863	2025-05-29 17:53:55.863
356	23	72Z	Sender to Receiver Information	0	6*35z	5	2025-05-29 17:53:55.863	2025-05-29 17:53:55.863
357	24	27	Sequence of Total	1	1!n/1!n	1	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
358	24	20	Transaction Reference Number	1	16x	2	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
359	24	21	Related Reference	1	16x	3	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
360	24	23	Further Identification	0	16x	4	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
361	24	30	Date	1	6!n	5	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
362	24	26E	Number of Amendment	0	3n	6	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
363	24	77C	Details of Amendment	1	50*65z	7	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
364	24	72Z	Sender to Receiver Information	0	6*35z	8	2025-05-29 17:53:55.897	2025-05-29 17:53:55.897
365	25	27	Sequence of Total	1	1!n/1!n	1	2025-05-29 17:53:55.940	2025-05-29 17:53:55.940
366	25	20	Transaction Reference Number	1	16x	2	2025-05-29 17:53:55.940	2025-05-29 17:53:55.940
367	25	21	Related Reference	1	16x	3	2025-05-29 17:53:55.940	2025-05-29 17:53:55.940
368	25	77C	Details of Amendment	1	50*65z	4	2025-05-29 17:53:55.940	2025-05-29 17:53:55.940
369	25	72Z	Sender to Receiver Information	0	6*35z	5	2025-05-29 17:53:55.940	2025-05-29 17:53:55.940
370	26	20	Transaction Reference Number	1	16x	1	2025-05-29 17:53:55.973	2025-05-29 17:53:55.973
371	26	21	Related Reference	1	16x	2	2025-05-29 17:53:55.973	2025-05-29 17:53:55.973
372	26	30	Date	0	6!n	3	2025-05-29 17:53:55.973	2025-05-29 17:53:55.973
373	26	77C	Narrative	0	50*65z	4	2025-05-29 17:53:55.973	2025-05-29 17:53:55.973
374	26	72Z	Sender to Receiver Information	0	6*35z	5	2025-05-29 17:53:55.973	2025-05-29 17:53:55.973
375	27	20	Transaction Reference Number	1	16x	1	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
376	27	21	Related Reference	1	16x	2	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
377	27	23	Further Identification	0	16x	3	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
378	27	30	Date	1	6!n	4	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
379	27	32B	Currency Code, Amount	0	3!a15d	5	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
380	27	33B	Currency Code, Amount	0	3!a15d	6	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
381	27	77C	Narrative	0	50*65z	7	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
382	27	72Z	Sender to Receiver Information	0	6*35z	8	2025-05-29 17:53:56.003	2025-05-29 17:53:56.003
383	28	20	Transaction Reference Number	1	16x	1	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
384	28	21	Related Reference	1	16x	2	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
385	28	23	Further Identification	0	16x	3	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
386	28	30	Date	1	6!n	4	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
387	28	32B	Currency Code, Amount	1	3!a15d	5	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
388	28	57a	Account With Bank	0	A, B, or D	6	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
389	28	59	Beneficiary	0	[/34x]4*35x	7	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
390	28	71B	Charges	0	6*35z	8	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
391	28	77C	Details of Demand	1	50*65z	9	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
392	28	72Z	Sender to Receiver Information	0	6*35z	10	2025-05-29 17:53:56.047	2025-05-29 17:53:56.047
393	29	20	Transaction Reference Number	1	16x	1	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
394	29	21	Related Reference	1	16x	2	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
395	29	23	Further Identification	0	16x	3	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
396	29	30	Date	1	6!n	4	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
397	29	32B	Currency Code, Amount	0	3!a15d	5	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
398	29	77C	Reason for Non-Payment/Non-Acceptance/Non-Compliance	1	50*65z	6	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
399	29	72Z	Sender to Receiver Information	0	6*35z	7	2025-05-29 17:59:16.267	2025-05-29 17:59:16.267
400	30	20	Transaction Reference Number	1	16x	1	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
401	30	21	Related Reference	1	16x	2	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
402	30	23	Further Identification	0	16x	3	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
403	30	30	Date	1	6!n	4	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
404	30	32B	Currency Code, Amount	1	3!a15d	5	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
405	30	33B	Currency Code, Amount	0	3!a15d	6	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
406	30	71B	Charges	0	6*35z	7	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
407	30	77A	Narrative	0	20*35z	8	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
408	30	72Z	Sender to Receiver Information	0	6*35z	9	2025-05-29 17:59:16.317	2025-05-29 17:59:16.317
409	31	20	Transaction Reference Number	1	16x	1	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
410	31	21	Related Reference	1	16x	2	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
411	31	23	Further Identification	0	16x	3	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
412	31	30	Date	1	6!n	4	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
413	31	32B	Currency Code, Amount	0	3!a15d	5	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
414	31	33B	Currency Code, Amount	0	3!a15d	6	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
415	31	71B	Charges	0	6*35z	7	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
416	31	77A	Narrative	1	20*35z	8	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
417	31	72Z	Sender to Receiver Information	0	6*35z	9	2025-05-29 17:59:16.373	2025-05-29 17:59:16.373
418	32	20	Transaction Reference Number	1	16x	1	2025-05-29 17:59:16.420	2025-05-29 17:59:16.420
419	32	21	Related Reference	1	16x	2	2025-05-29 17:59:16.420	2025-05-29 17:59:16.420
420	32	23	Further Identification	0	16x	3	2025-05-29 17:59:16.420	2025-05-29 17:59:16.420
421	32	30	Date	1	6!n	4	2025-05-29 17:59:16.420	2025-05-29 17:59:16.420
422	32	77A	Narrative	1	20*35z	5	2025-05-29 17:59:16.420	2025-05-29 17:59:16.420
423	32	72Z	Sender to Receiver Information	0	6*35z	6	2025-05-29 17:59:16.420	2025-05-29 17:59:16.420
424	33	20	Transaction Reference Number	1	16x	1	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
425	33	21	Related Reference	1	16x	2	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
426	33	23	Further Identification	0	16x	3	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
427	33	30	Date	1	6!n	4	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
428	33	32B	Currency Code, Amount	0	3!a15d	5	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
429	33	71B	Charges	0	6*35z	6	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
430	33	77A	Narrative	1	20*35z	7	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
431	33	72Z	Sender to Receiver Information	0	6*35z	8	2025-05-29 17:59:16.457	2025-05-29 17:59:16.457
432	34	20	Transaction Reference Number	1	16x	1	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
433	34	21	Related Reference	1	16x	2	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
434	34	23	Further Identification	0	16x	3	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
435	34	30	Date	1	6!n	4	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
436	34	11S	Message Type and Date of the Original Message	0	3!n6!n	5	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
437	34	77A	Narrative	1	20*35z	6	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
438	34	72Z	Sender to Receiver Information	0	6*35z	7	2025-05-29 17:59:16.497	2025-05-29 17:59:16.497
439	35	20	Transaction Reference Number	1	16x	1	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
440	35	21	Related Reference	1	16x	2	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
441	35	23	Further Identification	0	16x	3	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
442	35	30	Date	1	6!n	4	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
443	35	75	Queries	1	6*35z	5	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
444	35	77A	Narrative	0	20*35z	6	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
445	35	72Z	Sender to Receiver Information	0	6*35z	7	2025-05-29 18:15:14.680	2025-05-29 18:15:14.680
446	36	20	Transaction Reference Number	1	16x	1	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
447	36	21	Related Reference	1	16x	2	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
448	36	23	Further Identification	0	16x	3	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
449	36	30	Date	1	6!n	4	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
450	36	76	Answers	1	6*35z	5	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
451	36	77A	Narrative	0	20*35z	6	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
452	36	72Z	Sender to Receiver Information	0	6*35z	7	2025-05-29 18:15:14.740	2025-05-29 18:15:14.740
453	37	20	Transaction Reference Number	1	16x	1	2025-05-29 18:15:14.773	2025-05-29 18:15:14.773
454	37	12	Sub-Message Type	1	3!n	2	2025-05-29 18:15:14.773	2025-05-29 18:15:14.773
455	37	77E	Proprietary Message	1	73x[n*78x]	3	2025-05-29 18:15:14.773	2025-05-29 18:15:14.773
456	38	20	Transaction Reference Number	1	16x	1	2025-05-29 18:15:14.793	2025-05-29 18:15:14.793
457	38	21	Related Reference	0	16x	2	2025-05-29 18:15:14.793	2025-05-29 18:15:14.793
458	38	79	Narrative	1	35*50x	3	2025-05-29 18:15:14.793	2025-05-29 18:15:14.793
